No;Game Name;Game protocol;Supported since;Verified;By;INTERNATIONAL_ID;FTN_ID
1;18 Wheels of Steel: Haulin';FreeTrack20;V160;V;doc-uk;13601;000121F172F35116A02100
2;1944 D-Day;FreeTrack20;V160;;;15701;00022E542A6A0575F05200
3;3D Instructor;FreeTrack20;V160;;;20490;00034B0FC367116611B100
4;3D Interactive;FreeTrack20;V160;;;20425;0004C6371D77135815A600
5;3d Nav;FreeTrack20;V160;;;20235;000579EC0E26932651EA00
6;3D-Fahrschule Driving Simulator;FreeTrack20;V160;;;20020;000601075146E0E9625B00
7;3ds Max;FreeTrack20;V160;;;8601;00077A32A1A7523A4DE700
8;Aaaaa!;FreeTrack20;V160;;;1775;00085485D831DA62CA7E00
9;Accessible Computer Games;FreeTrack20;V160;;;4301;000916BC07A2F9B35B6300
10;Aces High II;FreeTrack20;V160;V;bash1;2701;000A4B798B7221A72E5800
11;ADS;FreeTrack20;V160;;;20690;000BB25377780C8A894400
13;Affineon;FreeTrack20;V160;;;20405;000D662B0374339635A000
14;Air Battles: Sky Defender;FreeTrack20;V160;;;7003;000E7C822098630A2ED700
15;Air Phobia;FreeTrack20;V160;;;20100;000F0108339B3E78525B00
16;Air Traffic Control Tower;FreeTrack20;V160;;;3601;0010432C28637A8EF97400
17;AirBook;FreeTrack20;V160;;;15201;0011D615A9C8430A201A00
18;America's Army;FreeTrack20;V160;;;4101;00120BCF5753D98399E200
20;ANAG 3D;FreeTrack20;V160;;;20250;0014E2D1D7780A72166300
21;Apache: Air Assault;FreeTrack20;V160;V;paleta77;1875;001591D997A2D912AAA200
22;Aprisoft Gartenplaner;FreeTrack20;V160;;;20014;0016F2F27A5762FA937A00
23;Aprisoft Traumhaus Designer;FreeTrack20;V160;;;20013;00174655E792BB825B9300
24;ArmA;FreeTrack20;V160;V;EmBeES;10601;0018F2F27A57631A40F200
27;ArmA 3;FreeTrack20;V170;;;7503;001BB69411ABD4E2B39900
29;Arvoch Alliance;FreeTrack20;V160;;;14908;001D318F8773BAE29A9300
30;Arvoch Conflict;FreeTrack20;V160;;;14901;001E5C1FDE722DAE2BA900
31;Auditory Displays for the blind;FreeTrack20;V160;;;20035;001F0FC9FF862F9D34BA00
32;AV Core Technology;FreeTrack20;V160;;;20016;00204655E791166FEB5300
33;AVRS;FreeTrack20;V160;;;20340;0021231517525830F41D00
34;BAE Systems HILAS cockpit;FreeTrack20;V160;;;20019;00220D9C887FD88E98B300
36;Battle of Britain II - Wings of Victory;FreeTrack20;V160;V;Normalguy;7001;002452135882CA6419E200
37;Battlecruiser;FreeTrack20;V160;;;6101;00257C822098728A442900
39;Battlefield 2 Trauma Studios;FreeTrack20;V160;;;6501;002720C7529B733AE2EA00
41;Battleground Europe : World War II Online;FreeTrack20;V160;;;3301;0029F07957792CAD3DAF00
42;Battleground Europe : WWII Online;FreeTrack20;V160;;;11201;002A985017330A844A1200
43;Beckman Institute UIUC;FreeTrack20;V160;;;20012;002BB59DEFA8322A926A00
44;Beyond The Red Line;FreeTrack20;V160;;;13301;002CE7A7FAA27424BA2A00
45;BF2 (Unsupported Demo);FreeTrack20;V160;;;9651;002DC6371D86156AEB6000
46;Big Scale Racing;FreeTrack20;V160;;;8301;002E4655E7A24ADDB99200
47;Birds of Prey;FreeTrack20;V160;;;1601;002FBF8C4EAA57730B3200
48;Birds of Steel;FreeTrack20;V160;;;1878;0030D7690F607233A21E00
49;Boeing;FreeTrack20;V160;;;20351;0031044872BA630A033E00
50;Boeing Demo;FreeTrack20;V160;;;20350;003228C57B369A37B13600
51;Bomber Squadron;FreeTrack20;V160;;;1850;00338481733B9E32A83A00
52;Brain-IT Group;FreeTrack20;V160;;;20050;0034E482F5772C9330B100
53;Brothers In Arms;FreeTrack20;V160;;;13501;003503FB872CA8439D1F00
54;C.A.R.S.;FreeTrack20;V170;;;2825;003698EFE2EB6EE8E11300
55;C.U.B.;FreeTrack20;V160;;;20505;0037848174F986FD85F500
56;CameraGripTools;FreeTrack20;V160;;;20150;003870A8B761FA524A4200
57;Caterpillar Simulators;FreeTrack20;V160;;;23080;0039F52E4221742FA63100
58;CCG Metamedia;FreeTrack20;V160;;;20009;003A6FA8A8DD86FE8BDB00
59;CEWIT Immersive Cabin;FreeTrack20;V160;;;20370;003B90B5780C90078DEE00
60;Chopper;FreeTrack20;V160;;;3150;003CC166C8632A32EA2300
61;Clearbox;FreeTrack20;V160;;;20565;003D5C1FDE74279D1DB800
62;CNKFsoft;FreeTrack20;V160;;;20495;003ED7690F6073187B0000
63;Colin McRae DiRT 2;FreeTrack20;V170;V;V4Friend;8107;003F7815C5379491C73300
64;Colin McRae Rally 04;FreeTrack20;V160;;;8103;0040D13C2A843DA526A610
65;Comanche;FreeTrack20;V160;;;2275;00414097C36A12BA32BA00
66;Combat Flight Simulator 3;FreeTrack20;V160;V;V4Friend;2304;00420EC5F763AB21CA7310
67;Combat Helo;FreeTrack20;V160;;;2001;004329DFA863FAE1EA7300
68;Commandos Strike Force;FreeTrack20;V160;;;8801;0044C1BBF892DB037A7200
69;Concept RS;FreeTrack20;V160;;;10701;004537971697736A72DA00
70;Condor: The Competitive Soaring Simulator;FreeTrack20;V160;V;MicheleF;5901;004670A8B762DA623A1300
71;Conflict Taiwan;FreeTrack20;V160;;;1950;0047D7690F6073399E2000
72;Corys;FreeTrack20;V160;;;20550;0048157D78738A342A8D00
73;Counter Strike;FreeTrack20;V160;;;12501;004953FE1E862AB73DA600
74;Crane Simulator;FreeTrack20;V160;;;20048;004A6B62C6A7931972DA00
75;Crashday;FreeTrack20;V160;;;5601;004BD6E585F893D933BA00
76;Creanex Training Simulator;FreeTrack20;V160;;;20205;004CF478D277A40A929A00
77;Creative Labs headset;FreeTrack20;V160;;;20018;004D348B1743E961FA6300
78;Cross Racing Championship;FreeTrack20;V160;;;4801;004E20C763AB232B5E8900
79;Crysis Mod;FreeTrack20;V160;;;1625;004F90B57839B231A24200
80;Crystal Growth Simulation;FreeTrack20;V160;;;20029;005026F79742FB241A6200
82;C-Spine;FreeTrack20;V160;;;4901;00525FD692C188FB8B2D00
83;D2x-XL;FreeTrack20;V160;;;16001;00532E20237BEDABEB8A00
84;Dark Horizons Lore;FreeTrack20;V160;;;7901;005487801A852AA7385200
86;Dawn of Aces II;FreeTrack20;V160;;;1302;00566925967C2BB0285500
87;DBS WalkAndFollow;FreeTrack20;V160;;;2525;005770A8B77008BDE89200
88;DCS;FreeTrack20;V170;V;EmBeES;1006;0058F688FC9B0556868F00
90;Dead Reckoning;FreeTrack20;V160;;;10401;005A4C2F6752F912D66200
91;Delivery;FreeTrack20;V160;;;15901;005BF3E85B1A8534AE3400
92;DiRT;FreeTrack20;V160;;;8104;005C72456F7523881F1800
94;Door3;FreeTrack20;V160;;;20665;005ED13C2A853DA82F6B00
95;Down In Flames;FreeTrack20;V160;;;1025;005F29DFA873FB82A66000
96;Driver Test;FreeTrack20;V160;;;20265;00609343487C3FAA429D00
97;Driver's Republic;FreeTrack20;V160;;;14001;0061D24C3F8A3F9C33AB00
98;DriveSim;FreeTrack20;V160;;;5001;0062DD7CC2B47830A14400
99;Driving Simulator;FreeTrack20;V160;;;13001;00630AC67539AC3F9F3A00
100;dSphere TBA;FreeTrack20;V160;;;2425;0064A2AE4981FB5389A300
101;DTS;FreeTrack20;V160;;;20625;006505B37C12868B3E8500
103;DY Demo;FreeTrack20;V160;;;20345;006727D5047A15540F9D00
104;EADS Testing;FreeTrack20;V160;;;20303;00680288709760D5512900
105;Eagle Lander 3D;FreeTrack20;V160;;;11901;00697686E5A7B209C27900
106;EasyVR;FreeTrack20;V160;;;20220;006A68292872FAC4588100
107;ECA-Sindel;FreeTrack20;V160;;;20590;006BC5BEE479FD75FB8500
108;EMS Simulations;FreeTrack20;V160;;;20390;006CA59E687D1589DE8500
109;Enemy Engaged 2;FreeTrack20;V160;;;2102;006D010873EA635AEDC800
110;Enemy Engaged: Commanche vs Hokum;FreeTrack20;V160;;;2101;006E157D789379636AED00
111;Envision TE;FreeTrack20;V160;;;20320;006FD13C2A863CAF26AB00
112;EON Reality;FreeTrack20;V160;;;20410;0070B6C6142771F82EE900
113;eSigma;FreeTrack20;V160;;;20700;0071950F9AA60DAD2E9F00
114;Euro Truck Simulator;FreeTrack20;V160;V;mamsa;13602;00721B4BFF8B3EA3296600
115;EVE Online;FreeTrack20;V160;;;11801;0073F47CC377C2388DC900
116;Eventology;FreeTrack20;V160;;;12201;0074849F8B469C2BAC3600
117;EVOC-101 Training;FreeTrack20;V160;;;20038;00756925967D2088FC6200
118;Evochron Alliance 2.0;FreeTrack20;V160;;;14904;00767A32A1A8735A022900
119;Evochron Legends;FreeTrack20;V160;;;14906;0077D6E585F8B41A12BA00
120;Evochron Mercenary;FreeTrack20;V160;V;Scavenger4711 ;14907;00783752FBC7B42B221A00
121;Evochron Renegades;FreeTrack20;V160;;;14905;0079621E7763FB421A1300
122;EZCA;FreeTrack20;V160;V;dennison ;2475;007A6DBB52F7B147510601
124;F1 Challenge 99-02;FreeTrack20;V160;;;4401;007CA15F278FB660C9D210
125;F-22 Total Air War;FreeTrack20;V160;;;1750;007D20C79F475F0621DB00
126;F-35 PTA;FreeTrack20;V160;;;20185;007E26F7977E96C0352100
127;FAAC;FreeTrack20;V160;;;20500;007F0F00F489118300C000
128;Farmer Simulator 2009;FreeTrack20;V160;;;1725;0080926ED8A1EB628AB300
129;Faros Driving Simulator;FreeTrack20;V160;;;8001;0081B1C6647A1EA839A800
130;Faubert Lab Car Simulator;FreeTrack20;V160;;;20480;00822E542A7F2DB61F9700
133;Fighter Ace;FreeTrack20;V160;;;8401;0085E2D1D77D259837B700
134;Fighter Ops;FreeTrack20;V160;;;9301;00860FC9FF8B23A033BA00
135;Fighter Squadron: Screamin Demons Over Europe;FreeTrack20;V160;;;1675;00872E20237D259A27A600
136;First Eagles Wings Over Europe Strike Fighters;FreeTrack20;V160;;;1101;0088311857638A73BB7E00
138;Flyboys / Warbirds;FreeTrack20;V160;;;1301;008ABB5BF72C8934AB2B00
139;Flyer;FreeTrack20;V160;;;1650;008BD1C9F27826AE2CA500
140;Flying Tigers;FreeTrack20;V160;;;7002;008C91D997F29A930B0200
141;FlyingGuns;FreeTrack20;V160;;;14801;008D7A32A1A882BAA28A00
142;Ford Racing 3;FreeTrack20;V160;;;6901;008E27D5047C2BA62F5800
143;Falcon BMS;FreeTrack20;V160;;;1901;008F157D78A3B962E55000
144;Free Falcon 4.0: Allied Force;FreeTrack20;V160;;;8901;0090656DD6793CA9325900
145;Free Falcon 5;FreeTrack20;V160;V;V4Friend;1902;00911038C3AAB32590E900
146;FreeSpace2;FreeTrack20;V160;;;13302;0092C8CDF8C2EA63496300
147;FTAlpha;FreeTrack20;V160;;;20270;00936C69677F1D772AA900
148;F-Trainer;FreeTrack20;V160;;;20615;0094C6371D8AFB8C3E9900
149;Full Out;FreeTrack20;V160;;;1701;009527D5047C31A0375800
150;Future Pinball;FreeTrack20;V160;V;V4Friend;13101;00969343487E42B541AA00
151;Game VR;FreeTrack20;V160;;;20325;009756BA018030B0355500
152;GameLab;FreeTrack20;V160;;;20555;00985485D891DB23092200
153;Gamma;FreeTrack20;V160;;;1050;009921007D1B9D38A76F00
154;Global Ground Support Deicing Simulation;FreeTrack20;V160;;;20330;009ACFE709237A3AA11F00
155;GosNIIAS Sim Trainer;FreeTrack20;V160;;;20355;009BB78B06EC8A2DB81800
156;Gothic 3;FreeTrack20;V160;;;14401;009C37971697B36AD32A00
157;Grand Prix Legends;FreeTrack20;V160;;;6701;009D521358D3D933B96E01
158;Grand Theft Auto: San Andreas;FreeTrack20;V160;;;7808;009E5F3D95777D3BA23700
159;GRID;FreeTrack20;V160;V;LeapoEclipse ;8105;009FD8175F8D1D7C0D3800
160;GSE Power Plant Simulation;FreeTrack20;V160;;;20044;00A0432C28C217BEF93300
161;GT Legends;FreeTrack20;V160;V;TrickyDee ;3902;00A116BC08020581CA8200
162;GTR;FreeTrack20;V160;;;3901;00A2FD6BFE39A881B85B00
164;Gun Commander;FreeTrack20;V160;;;2675;00A4E2D1D77E319FEE8600
165;Half Life 2;FreeTrack20;V160;;;7806;00A556BA018130AF365500
166;Halo;FreeTrack20;V160;;;3801;00A656BA018130AF3F9C00
167;Hardware Control Simulator Railway Electronics;FreeTrack20;V160;;;20705;00A7F3E85B1A8930B42F00
168;Harrier Attack II;FreeTrack20;V160;;;1175;00A8F2F27A57D20A940900
170;Herissons (Paris France);FreeTrack20;V160;;;20001;00AAEA1CBED8C20B430B00
171;HOBI;FreeTrack20;V160;;;20335;00ABB253777F1779168900
172;HoverAssault;FreeTrack20;V160;;;5303;00AC521358E3AA832A4000
173;HPC;FreeTrack20;V160;;;20600;00AD0FC9FF8D0A7CEF9500
174;HPG Tracking;FreeTrack20;V160;;;20255;00AE0288A1879D98930900
175;HTW;FreeTrack20;V160;;;20630;00AF26F797911901C22C00
176;Huawei Software;FreeTrack20;V160;;;20660;00B04655E8030A733AB300
177;HueSpace;FreeTrack20;V160;;;20510;00B1231517C44960FB6300
178;Hyper Vision;FreeTrack20;V160;;;15101;00B2DB242B657D43B32300
179;iAmFootball;FreeTrack20;V160;;;1250;00B3B59DEFAAAFDB301A00
181;IESA;FreeTrack20;V160;;;20037;00B5157D78D0E840AD7100
183;IL-2 Forgotten Battles ACE Pacific Fighters;FreeTrack20;V160;V;Glenn;1001;00B722FD79137100621100
184;Illumina;FreeTrack20;V160;;;1350;00B8054E8B39A33DB02400
185;ILP;FreeTrack20;V160;;;20310;00B9F07957801789C9A600
186;Imagine 3D ATC Tower Simulation;FreeTrack20;V160;;;20032;00BAEF7A8F4B8812B95300
187;In Touch Technologies Inc.;FreeTrack20;V160;;;20006;00BB84817A3A5124B23D00
188;Inglobe;FreeTrack20;V160;;;20360;00BCE7A7FAA27B2DA82700
189;Innovatec Simulator;FreeTrack20;V160;;;20036;00BD22FD7935B23DB82C00
190;Insurgency;FreeTrack20;V160;;;9401;00BEB6C61427B3EA744B00
191;Intific;FreeTrack20;V160;;;20655;00BF2BCA747F2AA8309D00
192;iRacing;FreeTrack20;V160;V;vn88holden ;14101;00C0103AF1AA730A236900
193;IREQ Robotic Camera Control;FreeTrack20;V160;;;20027;00C10448E0E8618521EB00
194;ISIC;FreeTrack20;V160;;;20680;00C2DEE3582F8F217E0B00
195;IVD Online;FreeTrack20;V160;;;20535;00C390B57E1D7DDD883D00
196;J.J. Keller and Associates;FreeTrack20;V160;;;20002;00C4E482F57FE77CF46300
197;Janes F18;FreeTrack20;V160;;;9001;00C55F3D9577802AAF2E00
198;Javal Ent.;FreeTrack20;V160;;;2650;00C622FD7A28BA2FAEEA00
199;JC Demo;FreeTrack20;V160;;;20470;00C70AC67B0A630D9B3900
200;Jet Thunder;FreeTrack20;V160;;;4501;00C82100801FA4EA9A3500
201;Jetfighter V;FreeTrack20;V160;;;2501;00C9F52E42217B33A63200
202;JFIST;FreeTrack20;V160;;;20560;00CAC932727C0F8D208600
203;John Deere Vehicle Simulator;FreeTrack20;V160;;;20175;00CB29DFA8D3FA92A66000
204;Jump to Lightspeed;FreeTrack20;V160;;;6001;00CCC166C8D3FA12E52400
205;Jumpgate;FreeTrack20;V160;;;15001;00CD26F797B32A63E99200
207;KAF Keymapper;FreeTrack20;V160;;;3101;00CF934348830E87EB8300
208;Key Macro View;FreeTrack20;V160;;;12001;00D016BC08431B1EF90100
209;kiwi.vg;FreeTrack20;V160;;;20395;00D1409A430AB33633E900
210;L-3;FreeTrack20;V160;;;20465;00D2F885EFA8DE67878B00
211;L-3 Communications;FreeTrack20;V160;;;20051;00D3D6E585F92F765E7800
212;Lionhead MGS Game Research;FreeTrack20;V160;;;15301;00D4C1BBF9227B238AE200
213;Live For Speed;FreeTrack20;V160;V;zild1221 ;7101;00D528228526A833521300
214;Live for Speed S2;FreeTrack20;V160;;;11601;00D63752FBC8235B923500
215;Lockheed Martin Littoral Combat Ship simulator;FreeTrack20;V160;;;20025;00D771ED5E802A9827A000
218;Lock-On: Modern Air Combat;FreeTrack20;V160;;;1002;00DAAC156D903C993B6200
219;London NHS;FreeTrack20;V160;;;20640;00DB2E2023832BA123A100
220;Lore (Dark Horizons);FreeTrack20;V160;;;5302;00DCF478D27833DB62D500
221;Love;FreeTrack20;V160;;;3125;00DD71ED5E802AAB214800
222;Lucid Engine;FreeTrack20;V160;;;10501;00DE71ED5E803098259C00
223;M4 Tank Platoon;FreeTrack20;V160;;;1306;00DFDCC441A8E036320900
224;Mach 1;FreeTrack20;V160;;;2575;00E0231518130942466000
225;ManuVAR;FreeTrack20;V160;;;20455;00E153FE1E901CB0448800
226;MaqSIM4;FreeTrack20;V160;;;20026;00E28F54A207D29B611700
227;Mech Tactical Sim;FreeTrack20;V160;;;9501;00E3F3E85B1A8E34A53300
228;Mechwarrior Online;FreeTrack20;V170;;;3025;00E414954226DB5D8CE200
229;Medical Image Visualization;FreeTrack20;V160;;;20295;00E59343488532A5359B00
230;Meggitt Defense Systems;FreeTrack20;V160;;;20045;00E6926ED9122AB22AF300
231;MetaVR;FreeTrack20;V160;;;20545;00E7C5BEE48120A8308800
232;Meteoroid Maze;FreeTrack20;V160;;;13003;00E8F079578430AD2EB200
233;MeVEA;FreeTrack20;V160;;;2250;00E9D24C3F933289028700
234;Micro Flight;FreeTrack20;V160;V;V4Friend;5101;00EABA89D078439932EA00
235;Microsoft ESP;FreeTrack20;V160;;;2306;00EB0AC67E30A63BA53F00
240;Microsoft Train Simulator;FreeTrack20;V160;;;7805;00F00449225A439A13FB00
241;Mig Alley;FreeTrack20;V160;;;1501;00F17686E5A83289CDA700
242;Mimik Vehicle Simulator;FreeTrack20;V160;;;20585;00F2AB1D58A8E35A531A00
243;Miner Wars;FreeTrack20;V160;;;2550;00F3C5BEE48124A234A400
244;MKMapper Keymapper;FreeTrack20;V160;;;2201;00F487801A8E14822EA200
245;ModelSim;FreeTrack20;V160;;;20540;00F544958F3A9A1FB11A00
246;Morgan State University;FreeTrack20;V160;;;20010;00F65909437D3CA5339A00
247;Motor Company;FreeTrack20;V160;;;11501;00F70288F37A629A7DD700
248;Motorsport Simulators;FreeTrack20;V160;;;4201;00F8F52E42217E3DA63B00
249;Mouse Emulation;FreeTrack20;V160;;;8501;00F9950F9A8E29B93A9700
250;MS World Tour Kart 2004;FreeTrack20;V160;;;6601;00FA9F819CA27F10591600
251;MSN Virtual Earth;FreeTrack20;V160;;;2309;00FBF47CC37842091DC900
252;mTBI Balance;FreeTrack20;V160;;;20420;00FC72456F9E0E78145800
253;NASA Crew Exploration Vehicle;FreeTrack20;V160;;;20017;00FD028900985FA5501A00
254;NASCAR Heat;FreeTrack20;V160;;;2602;00FE311857E10880B84100
255;NASCAR Racing 2003 season;FreeTrack20;V160;;;7804;00FFDE661F6D920B87FC10
256;NASCAR SimRacing;FreeTrack20;V160;;;6201;01004098708870D761A500
257;NecroVisioN;FreeTrack20;V160;;;15601;0101621E77F2EA830A8100
258;NetKar Pro;FreeTrack20;V160;V;sosna1983 ;10901;01028C3958334A5169A300
259;Nitro Stunt Racing;FreeTrack20;V160;;;13901;0103C0AF9428B82DA5ED00
260;North Eastern University;FreeTrack20;V160;;;20003;0104A2AE4823BB7449DE00
261;Novint;FreeTrack20;V160;;;2725;01051C76F8137B823A4300
262;NVH Sound Simulator;FreeTrack20;V160;;;20695;010655A2AA93158DDE9500
263;OMSI Bus Simulator;FreeTrack20;V160;V;Thiago ;2225;0107F47CC37861A9606600
264;Onadime - Realtime Animation;FreeTrack20;V160;;;20049;010853FE1E9229A3339B00
266;Operation Air Assault 2;FreeTrack20;V160;;;5401;010ABB5BF72C9238973B00
267;Operation Flashpoint 2 (inactive);FreeTrack20;V160;;;7601;010BD1C9F2812A9A399400
269;OptiMetrics;FreeTrack20;V160;;;20011;010D55A2AA942FB9288F00
270;OpusFSX;FreeTrack20;V160;;;3175;010E1C76F8238B72D7C100
271;Orbiter 2005 Plug-In;FreeTrack20;V160;;;10301;010F87801A903B9736A600
272;Orbiter 2006;FreeTrack20;V160;V;Ripley;10303;0110D24C3F953F9526BA00
273;Orbiter 2006 Plug-In;FreeTrack20;V160;;;10302;0111054E913F9931B72000
